URL,Max Price
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=5MiTzBIwvXtrnpye7yihXg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,5.0
URL,Max Price
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=5MiTzBIwvXtrnpye7yihXg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,5.0
URL,Max Price
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=5MiTzBIwvXtrnpye7yihXg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,5.0
URL,Max Price
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=5MiTzBIwvXtrnpye7yihXg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,5.0
URL,Max Price
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=5MiTzBIwvXtrnpye7yihXg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,5.0
URL,Max Price
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=5MiTzBIwvXtrnpye7yihXg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,5.0
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=j20H38qw7JX%2fvi7gFKAwyw%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,3.0
URL,Max Price
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=j20H38qw7JX%2fvi7gFKAwyw%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,5.0
URL,Max Price
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=5MiTzBIwvXtrnpye7yihXg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,5.0
URL,Max Price
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=5MiTzBIwvXtrnpye7yihXg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,5.0
URL,Max Price
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=5MiTzBIwvXtrnpye7yihXg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,5.0
URL,Max Price
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=5MiTzBIwvXtrnpye7yihXg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,5.0
URL,Max Price
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=w5c0YSSJMXNt5Ah15zJ7%2bw%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,5.0
URL,Max Price
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=w5c0YSSJMXNt5Ah15zJ7%2bw%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,5.0
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=uhQiOMaRnnPfbpjac3bdoA%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,5.0
URL,Max Price
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=5MiTzBIwvXtrnpye7yihXg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,4.0
URL,Max Price
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=5MiTzBIwvXtrnpye7yihXg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,4.0
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=j20H38qw7JX%2fvi7gFKAwyw%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,6.0
URL,Max Price
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=5MiTzBIwvXtrnpye7yihXg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,6.0
URL,Max Price
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=5MiTzBIwvXtrnpye7yihXg%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,6.0
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=q8haZAfJ292UWvXhIrjgQQ%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=uhQiOMaRnnPfbpjac3bdoA%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,3.0
URL,Max Price
https://auction.primeauctions.com/Public/Auction/AuctionItemDetail?AuctionId=J2AlNleu%2fM5dPBIHTDy21g%3d%3d&pageNumber=pf6Q%2bhJtdeleDd9FfYpy9w%3d%3d&pageSize=umV%2b1kqRDVMUAuP5OPxWoQ%3d%3d&showFilter=iBcS%2b4ptjknZQtCojbueqQ%3d%3d&sortColumn=C9SY4KX74WJIILYqur0bmw%3d%3d&AuctionItemId=qyazqQpx7JqGFZO%2bZv2%2b1w%3d%3d&Filter=ITUHdU2DoqWvw89vAOs0Dw%3d%3d,5.0
URL,Max Price
